"","c1","c2","weight"
"6857","ESRRA","NEUROG1",0.0192803186150391
"23925","NEUROG3","TP63",0.0192833786170138
"5757","DRGX","NEUROG1",0.0192862302967479
"23470","NEUROD1","ZNF227",0.0192896049222619
"11202","FOXR2","NEUROD1",0.0192922379926336
"23692","NEUROG1","TP63",0.0193138518828463
"23503","NEUROD6","NR2F2",0.0193139782471823
"6419","EOMES","NEUROD6",0.0193165328891567
"2054","ATOH1","MESP2",0.0193174003133872
"23656","NEUROG1","RXRG",0.0193435152631874
"2138","ATOH1","STAT4",0.0193708426166445
"7289","ESRRG","NEUROD6",0.019373825928764
"1980","ATOH1","FOXA3",0.0193748892475381
"23921","NEUROG3","TFAP2C",0.0193868567817489
"15283","HMX2","NEUROD1",0.0194317325501261
"23926","NEUROG3","USF1",0.0194420946724623
"14402","HEY2","NEUROG3",0.0194785728210711
"23765","NEUROG2","RARB",0.0194785887505324
"2133","ATOH1","SP6",0.0194887434895964
"23868","NEUROG3","PAX7",0.0195370747999846
"23877","NEUROG3","PPARA",0.0195571778184144
"19925","JUNB","NEUROG1",0.0195849974274907
"23409","NEUROD1","PRDM1",0.0196218416218037
"23451","NEUROD1","TFAP2C",0.0196447997702676
"19187","IRF9","NEUROG3",0.0196592699505764
"20779","LMX1B","NEUROD6",0.0196665835802703
"19781","JUN","NEUROG3",0.0196775941104132
"23456","NEUROD1","USF1",0.0196788255875511
"23403","NEUROD1","PITX3",0.0196807439186987
"4402","CREB3","NEUROD1",0.0196920814931425
"23249","NANOG","NEUROD6",0.0197112264964788
"11204","FOXR2","NEUROG1",0.0197143816957602
"23576","NEUROD6","UTF1",0.0197252190628279
"16314","HOXA5","NEUROG1",0.0197328015315774
"23895","NEUROG3","SMAD7",0.0197566252143041
"23795","NEUROG2","TAL2",0.0197599102073784
"23879","NEUROG3","PRDM1",0.0197629760149352
"23386","NEUROD1","NR4A1",0.0197758737549698
"18882","IRF5","NEUROG1",0.0197838390183398
"23591","NEUROD6","ZNF317",0.0197924716052235
"1106","ARNTL2","NEUROD6",0.0198076116422906
"23517","NEUROD6","PAX7",0.019829239514955
"15632","HNF1B","NEUROG1",0.0198310049536867
"12742","GSC","NEUROD1",0.0198374052425186
"15287","HMX2","NEUROG3",0.0198452239248392
"23699","NEUROG1","ZBTB32",0.0198670340628519
"23398","NEUROD1","PAX7",0.0198698183992862
"10807","FOXQ1","NEUROD1",0.0198706134232726
"23832","NEUROG2","ZNF501",0.0198717913881807
"1109","ARNTL2","NEUROG3",0.0199084497932197
"23664","NEUROG1","SNAI2",0.0199267277229633
"21328","MEF2C","NEUROD1",0.0199297269632285
"7292","ESRRG","NEUROG3",0.0199414696442123
"23536","NEUROD6","RORB",0.0199868281717013
"23825","NEUROG2","ZNF280A",0.020018351436476
"23770","NEUROG2","RHOXF2",0.0200186018783427
"23571","NEUROD6","THAP2",0.0200232427953952
"19777","JUN","NEUROD1",0.0200335453830369
"21193","MEF2B","NEUROD6",0.0200362038850686
"23688","NEUROG1","TFAP2C",0.0200425998435484
"23693","NEUROG1","USF1",0.0200694294593697
"8143","FEZF1","NEUROD6",0.0200789031803592
"5884","E2F8","FEV",0.0200794602388235
"23570","NEUROD6","TFAP2C",0.0200843437837584
"1996","ATOH1","GCM2",0.0200951214005303
"23427","NEUROD1","SNAI2",0.0201031500402587
"23936","NEUROG3","ZNF155",0.0201212954532083
"15459","HNF1A","NEUROG1",0.0201234777076224
"4857","CREB5","NEUROD1",0.0201717007767034
"3013","BHLHE23","NEUROD1",0.0202014149415314
"21059","MEF2A","NEUROG3",0.0202026772250799
"23889","NEUROG3","RXRG",0.0202252143778949
"14398","HEY2","NEUROD1",0.0202260930134847
"129","ALX1","NEUROG1",0.0202419884421352
"23626","NEUROG1","NR5A2",0.0202436993872504
"2158","ATOH1","VSX1",0.0202655428804101
"17307","HOXC12","NEUROG1",0.0202687824492117
"23861","NEUROG3","OLIG2",0.0202723750211966
"8049","FEV","ZSCAN12",0.0202890753162517
"19779","JUN","NEUROG1",0.020293132752464
"4406","CREB3","NEUROG3",0.020297467522375
"21866","MITF","NEUROG3",0.0203170754295317
"2025","ATOH1","HOXC4",0.0203300330153465
"20069","KLF1","NEUROD6",0.0203534934392035
"1976","ATOH1","FEZF2",0.0203828578040278
"23464","NEUROD1","ZIC3",0.0203867694534483
"23654","NEUROG1","RORB",0.0203882927237043
"23574","NEUROD6","TP63",0.0203894603903156
"23458","NEUROD1","VENTX",0.0203922021879565
"23934","NEUROG3","ZIC3",0.0203988841757787
"10408","FOXO1","NEUROD1",0.0203991712621355
"14756","HIF1A","NEUROD6",0.0204008231886417
"23940","NEUROG3","ZNF227",0.0204053730306602
"23677","NEUROG1","TAL1",0.0204175925405741
"20921","MAFB","NEUROG3",0.0204295887729729
"23442","NEUROD1","TBR1",0.0204343783570014
"5312","DLX4","NEUROG3",0.0204775999503668
"17306","HOXC12","NEUROD6",0.0204903523611774
"16980","HOXB6","NEUROG1",0.0204909173513829
"14577","HEYL","NEUROD1",0.0204989713140953
"23856","NEUROG3","NR4A1",0.0205017883585821
"23814","NEUROG2","VSX2",0.0205147354225867
"10409","FOXO1","NEUROD6",0.0205265725606346
"23873","NEUROG3","PITX3",0.0205391356271772
"16978","HOXB6","NEUROD1",0.0205406909306254
"15631","HNF1B","NEUROD6",0.020557772847327
"23482","NEUROD1","ZNF615",0.0205623227630671
"23510","NEUROD6","OLIG2",0.0205669307147257
"15285","HMX2","NEUROG1",0.0205716044477529
"6637","ESR1","NEUROD1",0.0205765964134005
"23465","NEUROD1","ZIM2",0.0205774803524519
"19631","ISX","NEUROD6",0.0205850764687103
"23912","NEUROG3","TBR1",0.0206037218515538
"8146","FEZF1","NEUROG3",0.0206066361017238
"23497","NEUROD6","NKX2.8",0.0206093160947034
"23462","NEUROD1","ZBTB32",0.0206220138448145
"21057","MEF2A","NEUROG1",0.0206283449813195
"23584","NEUROD6","ZIM2",0.020634893141854
"12746","GSC","NEUROG3",0.0206401062553301
"18266","ID1","NEUROG3",0.0206545995489421
"23453","NEUROD1","THAP6",0.0206568987086708
"23377","NEUROD1","NKX2.5",0.02066599068631
"4630","CREB3L3","NEUROD1",0.0206833461687816
"1107","ARNTL2","NEUROG1",0.020692734675078
"17470","HOXC4","NEUROG2",0.0206947783835125
"4404","CREB3","NEUROG1",0.0207030199706265
"2120","ATOH1","SHOX2",0.020705285896465
"127","ALX1","NEUROD1",0.0207177598631128
"13305","HES1","NEUROG1",0.0207178836091606
"23644","NEUROG1","PPARA",0.0207213159801492
"19184","IRF9","NEUROD6",0.0207218986735902
"23928","NEUROG3","VENTX",0.020722825437102
"8144","FEZF1","NEUROG1",0.0207370441860945
"23388","NEUROD1","NR5A1",0.020739601888045
"23413","NEUROD1","REL",0.0207411698375485
"2028","ATOH1","HOXD4",0.0207435581505658
"23448","NEUROD1","TEF",0.0207464413236821
"21330","MEF2C","NEUROG1",0.0207492850840368
"23528","NEUROD6","PRDM1",0.0207529408239071
"10811","FOXQ1","NEUROG3",0.0207678149995185
"18262","ID1","NEUROD1",0.0207776546616124
"22123","MSX1","NEUROD1",0.020796692523914
"11005","FOXR1","NEUROD1",0.0207970311579418
"5310","DLX4","NEUROG1",0.0208096879965236
"15284","HMX2","NEUROD6",0.0208180283067967
"14757","HIF1A","NEUROG1",0.0208241691073723
"16313","HOXA5","NEUROD6",0.02083509606785
"23575","NEUROD6","USF1",0.0208397130720904
"23628","NEUROG1","OLIG2",0.0208483442172688
"23755","NEUROG2","PITX1",0.020849417332201
"10608","FOXP3","NEUROD1",0.0208628353560056
"11009","FOXR1","NEUROG3",0.0209132695854176
"9190","FOXA3","NEUROG2",0.0209175959050111
"23601","NEUROD6","ZNF615",0.020928983154163
"20070","KLF1","NEUROG1",0.0209465658953707
"13307","HES1","NEUROG3",0.020949280258729
"23526","NEUROD6","PPARA",0.0209829014140844
"10809","FOXQ1","NEUROG1",0.0209871654602531
"23707","NEUROG1","ZNF227",0.0209965365341907
"7073","ESRRB","NEUROD6",0.0209995461070769
"23690","NEUROG1","THAP6",0.0210013620985127
"4858","CREB5","NEUROD6",0.0210020526269582
"23508","NEUROD6","NR5A2",0.0210062751079749
"14399","HEY2","NEUROD6",0.0210088320217699
"23799","NEUROG2","TBX22",0.0210271965512729
"22254","MSX2","NEUROG1",0.0210353537273887
"7288","ESRRG","NEUROD1",0.0210363574584901
"23883","NEUROG3","REL",0.0210382444923947
"1979","ATOH1","FOXA2",0.0210416480967591
"4403","CREB3","NEUROD6",0.0210442361919477
"20500","LHX6","NEUROG2",0.0210500399792577
"14400","HEY2","NEUROG1",0.0210521816858638
"23603","NEUROD6","ZNF77",0.0210728779042448
"23847","NEUROG3","NKX2.5",0.0210868835150318
"15461","HNF1A","NEUROG3",0.0210899441167062
"13492","HES2","NEUROG3",0.0211153070282759
"22256","MSX2","NEUROG3",0.021142384888016
"8142","FEZF1","NEUROD1",0.0211557998453514
"15630","HNF1B","NEUROD1",0.0211565142861981
"1831","ATF5","NEUROG2",0.0211705371711768
"16650","HOXA7","NEUROG2",0.0211717288335301
"23935","NEUROG3","ZIM2",0.0211939666761452
"11980","GATA6","NEUROD1",0.0212009511938279
"14934","HLF","NEUROG1",0.0212093617218055
"23808","NEUROG2","THRB",0.0212483598908395
"2170","ATOH1","ZNF280A",0.0212514829968756
"23931","NEUROG3","WT1",0.0212644980082031
"2031","ATOH1","IKZF1",0.0212812625808524
"4634","CREB3L3","NEUROG3",0.0212853700293206
"23412","NEUROD1","RBAK",0.0213121935964825
"13303","HES1","NEUROD1",0.021322199451496
"21332","MEF2C","NEUROG3",0.0213295183278827
"3619","CDX4","FEV",0.0213403690284485
"23397","NEUROD1","PAX5",0.0213479153229255
"23798","NEUROG2","TBX20",0.0213659221231146
"12744","GSC","NEUROG1",0.021379116726451
"6082","E2F8","ZNF322",0.0213830717534658
"23561","NEUROD6","TBR1",0.0213839450829649
"7506","ETS2","NEUROG2",0.0213847026920268
"19778","JUN","NEUROD6",0.0213944283534058
"15458","HNF1A","NEUROD6",0.0214363197164346
"5883","E2F8","ETV1",0.0214432629269081
"15634","HNF1B","NEUROG3",0.0214538862793744
"23546","NEUROD6","SNAI2",0.021456872922106
"23649","NEUROG1","RBAK",0.0214633774217522
"128","ALX1","NEUROD6",0.0214966322006641
"2081","ATOH1","NR2E1",0.0215094768347792
"6023","E2F8","RFX3",0.0215113694528717
"23827","NEUROG2","ZNF322",0.0215352458092555
"23378","NEUROD1","NKX2.8",0.0215382087399176
"23613","NEUROG1","NFKB1",0.0215421598976284
"20357","LHX4","NEUROG1",0.021562138351765
"2123","ATOH1","SMAD1",0.0215667119594173
"23559","NEUROD6","TAL1",0.0215976652071368
"23640","NEUROG1","PITX3",0.0216053196003324
"23679","NEUROG1","TBR1",0.0216142950070454
"11203","FOXR2","NEUROD6",0.0216351552514858
"23733","NEUROG2","NR1H4",0.0216468922943892
"23789","NEUROG2","SPDEF",0.021675153237657
"10808","FOXQ1","NEUROD6",0.021687721959561
"18880","IRF5","NEUROD1",0.0216901901266138
"3017","BHLHE23","NEUROG3",0.0216970401960509
"16979","HOXB6","NEUROD6",0.0217042253797599
"9600","FOXD4","NEUROG1",0.0217094227409203
"14936","HLF","NEUROG3",0.0217104872308572
"23650","NEUROG1","REL",0.0217114114994089
"23828","NEUROG2","ZNF410",0.0217215112658455
"23583","NEUROD6","ZIC3",0.0217357153067395
"4632","CREB3L3","NEUROG1",0.0217461149940766
"8356","FEZF2","NEUROG2",0.0217496716950937
"2079","ATOH1","NR1I2",0.0217640867650864
"23831","NEUROG2","ZNF483",0.0217813349618343
"23614","NEUROG1","NKX2.5",0.0217877480120767
"21862","MITF","NEUROD1",0.021804291555885
"9393","FOXB1","NEUROD1",0.021811346012941
"1967","ATOH1","EOMES",0.0218243280367033
"23830","NEUROG2","ZNF461",0.021834454770826
"23695","NEUROG1","VENTX",0.0218984368512672
"3015","BHLHE23","NEUROG1",0.0219065085825139
"23813","NEUROG2","VSX1",0.0219347641064174
"21996","MIXL1","NEUROG2",0.0219396535086174
"23846","NEUROG3","NFKB1",0.0219583877776566
"2144","ATOH1","TBX22",0.0219693567323327
"22127","MSX1","NEUROG3",0.0219788157406487
"23901","NEUROG3","SOX2",0.0219918860227741
"23431","NEUROD1","SOX2",0.0219965168298438
"23577","NEUROD6","VENTX",0.0219985979225528
"9397","FOXB1","NEUROG3",0.0220092995065494
"23618","NEUROG1","NR2C1",0.0220263535430708
"23955","NEUROG3","ZNF79",0.0220278937351953
"13489","HES2","NEUROD6",0.0220316114333061
"22253","MSX2","NEUROD6",0.0220671554119267
"22124","MSX1","NEUROD6",0.0220716625653151
"23918","NEUROG3","TEF",0.022077689410252
"2061","ATOH1","MYF5",0.0221019466559436
"10609","FOXP3","NEUROD6",0.0221032583180021
"21864","MITF","NEUROG1",0.0221111327264821
"21329","MEF2C","NEUROD6",0.0221181632202977
"23910","NEUROG3","TAL1",0.0221215247692515
"30522","ZNF322","ZSCAN12",0.0221453271824984
"23548","NEUROD6","SOX10",0.0221574015140949
"23685","NEUROG1","TEF",0.0221580379018802
"23532","NEUROD6","REL",0.0221861451510663
"27926","RFX3","ZSCAN12",0.0221988578008125
"17145","HOXB7","NEUROG2",0.0222063900850445
"11984","GATA6","NEUROG3",0.0222208810375559
"23525","NEUROD6","POU5F2",0.0222495248494569
"13121","HAND2","NEUROG3",0.0222589558766519
"23585","NEUROD6","ZNF155",0.0222656123709264
"23466","NEUROD1","ZNF155",0.0222861648377329
"23496","NEUROD6","NKX2.5",0.0222878841829411
"23393","NEUROD1","ONECUT1",0.0222957824020461
"3817","CDX4","ZNF322",0.0223217362806559
"865","ARNT2","NEUROG2",0.0223327303555513
"3014","BHLHE23","NEUROD6",0.0223389676646064
"23701","NEUROG1","ZIC3",0.0223390997357602
"6198","EGR4","NEUROD1",0.0223465536406145
"22125","MSX1","NEUROG1",0.0223552843440852
"5083","DLX3","NEUROD1",0.0223571442859159
"21599","MESP1","NEUROG1",0.0223578604590198
"23719","NEUROG1","ZNF615",0.0223660219579745
"3618","CDX4","ETV1",0.0223744904486099
"13488","HES2","NEUROD1",0.0223746842400733
"2060","ATOH1","MYC",0.0224022576325829
"23485","NEUROD1","ZNF79",0.0224138354631939
"7290","ESRRG","NEUROG1",0.0224324706719223
"15805","HNF4A","NEUROG2",0.0224539264612873
"3758","CDX4","RFX3",0.0224550855130329
"2145","ATOH1","TCF12",0.0224728889696331
"23848","NEUROG3","NKX2.8",0.0224804132865129
"14578","HEYL","NEUROD6",0.0224810340447849
"23615","NEUROG1","NKX2.8",0.0224838205011745
"11981","GATA6","NEUROD6",0.0224887324837472
"23440","NEUROD1","TAL1",0.022489019034704
"23666","NEUROG1","SOX10",0.0225109291195789
"23502","NEUROD6","NR2F1",0.0225170953632711
"1991","ATOH1","GATA3",0.0225851864863629
"2137","ATOH1","SPIC",0.0226130346890045
"6083","E2F8","ZNF410",0.0226271755164715
"2015","ATOH1","HNF4A",0.0226287913308611
"23741","NEUROG2","NR4A2",0.0226325309030073
"11593","GATA4","NEUROD1",0.0226329032070606
"20917","MAFB","NEUROD1",0.0226338396066086
"18421","IKZF1","NEUROG2",0.0226352092392906
"23627","NEUROG1","OLIG1",0.0226420883824355
"2180","ATOH1","ZNF582",0.0226550600001345
"23623","NEUROG1","NR4A1",0.0226584069874683
"23390","NEUROD1","OLIG1",0.0226617107109765
"21597","MESP1","NEUROD1",0.0226682217308378
"2153","ATOH1","THRB",0.0226742488937912
"30536","ZNF410","ZSCAN12",0.0227335082720395
"19336","IRX6","NEUROG2",0.0227349087064494
"22510","MYC","NEUROG2",0.0227534925462298
"12934","HAND1","NEUROG3",0.022759641988648
"23589","NEUROD6","ZNF227",0.0227762717122055
"23863","NEUROG3","ONECUT1",0.0227959457148901
"7840","FEV","FLI1",0.0228115449709208
"23429","NEUROD1","SOX10",0.022816444655004
"23851","NEUROG3","NR2C1",0.022819958562426
"11595","GATA4","NEUROG1",0.0228474318319911
"618","ALX4","NEUROD1",0.0228669391114882
"23722","NEUROG1","ZNF79",0.0228677761591266
"14932","HLF","NEUROD1",0.0228910326079876
"23383","NEUROD1","NR2F1",0.0229001935707217
"12930","HAND1","NEUROD1",0.0229242405376615
"23572","NEUROD6","THAP6",0.022938525638094
"9394","FOXB1","NEUROD6",0.0229484724516283
"15457","HNF1A","NEUROD1",0.0229498539588362
"8775","FOXA1","NEUROG2",0.02297093395506
"8983","FOXA2","NEUROG2",0.0229828916628507
"7072","ESRRB","NEUROD1",0.0229897016918425
"5972","E2F8","MYF6",0.0230125421450258
"18728","IRF4","NEUROD6",0.0230196447385597
"23778","NEUROG2","SMAD1",0.0230316989870858
"20919","MAFB","NEUROG1",0.0230464356165047
"23784","NEUROG2","SOX14",0.0230664458427653
"23531","NEUROD6","RBAK",0.0230780264594248
"23620","NEUROG1","NR2F1",0.0230964373625827
"8609","FLI1","RFX3",0.0231181987803384
"14933","HLF","NEUROD6",0.0231428198156111
"5309","DLX4","NEUROD6",0.0231686817935635
"6087","E2F8","ZNF501",0.023179266444315
"23875","NEUROG3","POU5F1",0.0232525472596365
"3818","CDX4","ZNF410",0.0232566800927675
"23748","NEUROG2","OVOL1",0.0232649721845627
"6025","E2F8","RHOXF2",0.0232868900340241
"2003","ATOH1","HES3",0.0233110425501909
"5914","E2F8","HES6",0.02335996938523
"3755","CDX4","RARB",0.0233618611175979
"23703","NEUROG1","ZNF155",0.0233648936040385
"5087","DLX3","NEUROG3",0.0233658888605614
"21195","MEF2B","NEUROG2",0.0233806095031081
"6032","E2F8","SIX2",0.0233894296989386
"6050","E2F8","TAL2",0.0234145503633012
"23634","NEUROG1","PAX5",0.0234326424562403
"23896","NEUROG3","SNAI1",0.0234428770616538
"23567","NEUROD6","TEF",0.0234673793903514
"2063","ATOH1","MYNN",0.0234725066228436
"9395","FOXB1","NEUROG1",0.0234812002756186
"12743","GSC","NEUROD6",0.0234831930281711
"23428","NEUROD1","SOHLH1",0.0234917226769074
"131","ALX1","NEUROG3",0.0235059001210417
"23646","NEUROG1","PRDM1",0.0235324332660143
"1951","ATOH1","BHLHA15",0.0235388022624071
"13304","HES1","NEUROD6",0.023548005039534
"23426","NEUROD1","SNAI1",0.0235520268649795
"11594","GATA4","NEUROD6",0.0235693030824564
"3649","CDX4","HES6",0.023575252884391
"7076","ESRRB","NEUROG3",0.0235828644194322
"23507","NEUROD6","NR5A1",0.0235836180681197
"3707","CDX4","MYF6",0.0236063546843616
"10005","FOXH1","NEUROD1",0.023619624315471
"28071","RHOXF2","ZSCAN12",0.0236196784245096
"23876","NEUROG3","POU5F2",0.0236570273465301
"2056","ATOH1","MIXL1",0.0236637617331134
"23869","NEUROG3","PAX8",0.023687313057248
"11597","GATA4","NEUROG3",0.023708035021379
"22380","MYB","NEUROD1",0.0237161095294915
"20212","LBX1","NEUROD1",0.0237382325853192
"12174","GCM1","NEUROG1",0.0237388560188047
"12932","HAND1","NEUROG1",0.0237524569441412
"23858","NEUROG3","NR5A1",0.0237876156763368
"6638","ESR1","NEUROD6",0.0237962979792903
"23706","NEUROG1","ZNF225",0.0238110656995095
"2035","ATOH1","IRF8",0.0238125421720824
"23698","NEUROG1","WT1",0.0238383111671531
"23853","NEUROG3","NR2F1",0.0238389918258656
"6086","E2F8","ZNF483",0.0238437090010248
"23788","NEUROG2","SP6",0.0238503649792763
"3249","CDX1","NEUROG1",0.0238525231563436
"20355","LHX4","NEUROD1",0.0238613417428163
"18263","ID1","NEUROD6",0.0238703731096436
"22877","MYF6","ZSCAN12",0.0238715003754594
"23522","NEUROD6","PITX3",0.023873106380535
"18729","IRF4","NEUROG1",0.0238802117252417
"23405","NEUROD1","POU5F1",0.0238890820474426
"18727","IRF4","NEUROD1",0.0238958057703673
"3723","CDX4","NR1H4",0.0239101644449235
"23625","NEUROG1","NR5A1",0.023910167609816
"22885","MYNN","NEUROG2",0.0239102654922969
"5308","DLX4","NEUROD1",0.0239146302360874
"2052","ATOH1","MEOX2",0.023922388563311
"6005","E2F8","PAX3",0.0239283000490814
"5085","DLX3","NEUROG1",0.0239284838340875
"986","ARNTL2","ATOH1",0.0239440811875294
"23552","NEUROD6","SOX9",0.0239467815448195
"30582","ZNF501","ZSCAN12",0.0239553308076947
"23939","NEUROG3","ZNF225",0.0239657411629267
"23516","NEUROD6","PAX5",0.0239675296095071
"13118","HAND2","NEUROD6",0.023978783147891
"8669","FLI1","ZNF410",0.0239802862606983
"1978","ATOH1","FOXA1",0.0239815593596673
"1972","ATOH1","ETS2",0.0239912606840822
"7982","FEV","SALL4",0.0239940426426514
"18881","IRF5","NEUROD6",0.0240227643333468
"5084","DLX3","NEUROD6",0.0240265148482067
"23630","NEUROG1","ONECUT1",0.0240373213252278
"22636","MYF5","NEUROG2",0.0240458296908731
"7074","ESRRB","NEUROG1",0.0240633763048949
"23495","NEUROD6","NFKB1",0.0240680164018324
"23432","NEUROD1","SOX5",0.0240729510277769
"3247","CDX1","NEUROD1",0.0240802022890778
"5534","DLX5","NEUROG1",0.0240804746621804
"23512","NEUROD6","ONECUT1",0.0240834510157974
"19035","IRF8","NEUROG2",0.0240904894227582
"3740","CDX4","PAX3",0.0240912786183675
"2011","ATOH1","HMX1",0.0241066276867696
"2072","ATOH1","NFATC3",0.0241175706936411
"1957","ATOH1","CEBPE",0.0241231360805976
"2041","ATOH1","JUNB",0.0241327267906882
"23469","NEUROD1","ZNF225",0.0241377602169734
"18264","ID1","NEUROG1",0.0241449300641946
"23800","NEUROG2","TCF12",0.0241603967722141
"6641","ESR1","NEUROG3",0.0241944645594506
"4631","CREB3L3","NEUROD6",0.0242055269162643
"1469","ASCL2","ATOH1",0.0242264485512911
"21601","MESP1","NEUROG3",0.0242316082506129
"2176","ATOH1","ZNF483",0.0242345149381834
"2001","ATOH1","HES1",0.0242408308372778
"13675","HES3","NEUROG2",0.0242545999110834
"23607","NEUROD6","ZSCAN5A",0.0242671609184891
"23581","NEUROD6","ZBTB32",0.0243097928538295
"23509","NEUROD6","OLIG1",0.0243099045598894
"23821","NEUROG2","ZNF181",0.0243249449314293
"2046","ATOH1","LHX8",0.0243351082700408
"23588","NEUROD6","ZNF225",0.0243378048433625
"18576","IKZF3","NEUROG2",0.0243448398177651
"28547","SIX2","ZSCAN12",0.0243810014419921
"2049","ATOH1","MEF2A",0.0243839157943329
"23422","NEUROD1","SIM2",0.0243968845141415
"1973","ATOH1","ETV1",0.024420875062055
"23792","NEUROG2","SPIC",0.0244637294181078
"2038","ATOH1","ISL1",0.0244647803092499
"23604","NEUROD6","ZNF79",0.0244774471002643
"10210","FOXI1","NEUROG2",0.0244796496561424
"23729","NEUROG2","NFE2L3",0.0244994803820077
"23500","NEUROD6","NR2C1",0.0245133838844044
"23793","NEUROG2","STAT4",0.0245140651788186
"23835","NEUROG2","ZNF582",0.0245296470194843
"2114","ATOH1","RFX6",0.0245300917923867
"1993","ATOH1","GATA5",0.0245386399391966
"23636","NEUROG1","PAX8",0.0245471278693567
"14579","HEYL","NEUROG1",0.0245807207133907
"23862","NEUROG3","OLIG3",0.024582137336667
"2037","ATOH1","IRX6",0.0245914307033621
"23764","NEUROG2","PRDM14",0.0246082488839888
"11982","GATA6","NEUROG1",0.0246139247710856
"3785","CDX4","TAL2",0.0246192599621346
